date,sales_rep_id,total_sales_amount,deals_closed,customer_satisfaction_score
2022-05-29,REP-835,18266.68,25,4.2
2022-06-27,REP-231,90754.86,49,4.9
2022-03-10,REP-637,184872.32,47,2.7
2022-09-13,REP-986,88607.27,49,4.7
2022-04-20,REP-521,398915.8,43,1.3
2022-01-21,REP-722,131045.55,4,2.7
2022-01-31,REP-867,264187.43,45,4.1
2023-02-26,REP-670,277217.24,44,2.4
2022-10-03,REP-879,152015.78,48,1.3
2022-02-27,REP-106,468074.68,44,4.6
2023-01-31,REP-766,314061.85,14,1.7
2022-04-29,REP-875,485201.73,30,2.4
2022-03-15,REP-772,242903.76,30,2.0
2023-04-08,REP-923,446332.4,39,3.5
2022-03-22,REP-228,110295.65,48,1.6
2022-04-05,REP-677,332327.08,2,3.9
2022-02-16,REP-127,475720.32,2,1.6
2022-02-01,REP-200,449641.74,15,4.8
2022-12-01,REP-378,405190.77,20,3.0
2023-03-23,REP-309,386212.97,30,1.8
2022-04-25,REP-358,57063.89,19,3.5
2022-01-28,REP-234,244029.01,26,4.5
2022-03-23,REP-494,244986.36,44,3.5
2022-10-17,REP-621,16370.49,49,4.0
2022-02-24,REP-632,435757.99,42,4.1
2023-01-20,REP-182,36493.05,41,3.1
2023-01-03,REP-654,179872.11,24,1.4
2022-04-11,REP-318,200664.35,34,1.9
2022-02-27,REP-988,375580.87,3,2.3
2022-11-10,REP-938,66924.22,46,5.0
2023-04-28,REP-655,263950.01,44,1.9
2022-04-07,REP-467,217392.59,2,1.2
2022-01-07,REP-288,141588.72,36,4.9
2022-08-18,REP-278,436458.72,2,2.7
2022-07-01,REP-787,262226.22,4,4.3
2022-04-26,REP-230,450083.35,32,4.7
2022-11-25,REP-204,293360.0,31,2.6
2023-02-20,REP-878,480200.61,35,3.5
2022-08-01,REP-117,347279.15,12,1.2
2022-09-24,REP-489,53344.91,44,4.9
2022-03-12,REP-592,78081.03,1,3.2
2022-03-04,REP-802,368906.04,50,3.5
2022-04-10,REP-589,294142.34,44,4.2
2022-01-12,REP-937,86619.11,26,1.6
2023-01-01,REP-625,483187.51,42,1.7
2022-12-24,REP-162,84484.34,2,1.6
2022-05-12,REP-158,126321.91,7,2.6
2022-01-01,REP-235,494759.47,11,2.4
2022-03-16,REP-847,91047.33,14,2.3
2022-03-04,REP-227,344947.27,36,2.1
2022-06-05,REP-663,293881.83,32,3.3
2022-08-03,REP-684,142575.81,41,4.3
2022-05-13,REP-830,334453.12,9,1.2
2023-02-24,REP-417,299713.56,15,4.2
2022-03-14,REP-436,143466.15,49,2.2
2022-09-27,REP-637,230085.01,50,3.0
2023-02-02,REP-476,370839.98,48,3.7
2022-08-08,REP-962,166727.32,24,3.7
2022-12-13,REP-812,5370.64,35,1.2
2022-04-16,REP-753,71358.72,43,2.9
2022-02-12,REP-934,94117.41,15,1.2
2022-12-03,REP-429,54180.43,44,2.5
2022-01-15,REP-344,73173.5,33,1.4
2022-07-15,REP-595,128359.88,12,1.4
2022-12-25,REP-845,7582.8,20,1.6
2023-01-29,REP-488,420675.43,4,2.3
2022-09-08,REP-795,203897.81,36,3.0
2022-12-28,REP-557,359091.07,7,2.5
2022-01-01,REP-395,431734.38,5,1.6
2022-07-17,REP-144,172553.5,4,2.1
2022-12-11,REP-438,25071.85,41,2.4
2022-11-12,REP-950,103748.39,43,2.8
2022-01-06,REP-149,96681.14,22,2.1
2022-06-16,REP-974,306015.02,19,2.3
2023-03-11,REP-936,275570.49,3,2.2
2022-06-16,REP-697,139630.59,9,1.2
2022-09-26,REP-204,491971.36,22,1.8
2022-12-28,REP-491,45774.23,48,1.1
2022-07-28,REP-962,174034.44,13,2.6
2022-06-24,REP-661,8774.9,9,4.7
2023-01-13,REP-868,478785.96,30,4.5
2022-08-22,REP-459,452317.38,23,4.1
2022-02-13,REP-988,241218.91,4,3.2
2022-03-18,REP-970,479087.46,17,4.0
2022-08-29,REP-694,23264.03,4,1.8
2022-12-10,REP-568,338353.69,45,3.3
2022-07-07,REP-429,295766.59,27,2.6
2022-09-14,REP-858,68961.85,29,2.2
2022-06-10,REP-235,98430.61,20,3.4
2022-08-12,REP-501,477244.52,22,3.0
2022-02-13,REP-717,233318.18,24,1.8
2022-04-13,REP-658,342051.95,35,2.5
2022-11-29,REP-963,218023.35,7,4.2
2022-04-17,REP-934,272545.29,27,2.6
2022-06-23,REP-530,211346.46,43,2.0
2022-09-18,REP-131,235889.64,42,2.1
2022-08-13,REP-936,475698.64,14,4.5
2022-11-24,REP-810,124846.79,9,2.9
2022-03-07,REP-576,293615.24,26,2.3
2022-06-18,REP-299,385363.18,18,4.8
2023-01-17,REP-740,348803.32,42,3.1
2022-06-15,REP-659,242976.3,27,1.7
2022-11-25,REP-478,332780.53,31,2.5
2022-06-26,REP-210,82632.58,19,4.9
2022-09-11,REP-524,440509.37,37,1.9
2022-05-23,REP-620,307343.31,34,4.7
2023-04-28,REP-118,12329.28,27,4.7
2022-07-21,REP-607,412101.1,25,4.1
2023-01-26,REP-993,23728.08,10,1.3
2022-07-23,REP-917,398034.36,20,3.2
2022-06-15,REP-456,221308.47,16,2.8
2023-02-18,REP-512,232990.01,28,2.2
2022-07-05,REP-690,308808.27,35,2.4
2022-11-03,REP-786,183484.72,21,1.8
2022-03-08,REP-596,22232.19,1,3.4
2022-02-06,REP-375,110805.73,3,4.1
2022-07-11,REP-353,154169.68,21,4.9
2022-03-07,REP-185,370162.31,42,1.9
2023-03-13,REP-863,36008.96,36,4.1
2022-09-20,REP-100,133253.93,29,2.8
2022-06-13,REP-510,469246.56,25,2.5
2023-02-04,REP-607,490626.64,10,1.2
2022-10-14,REP-266,360988.28,16,3.7
2022-07-24,REP-931,233922.2,4,3.6
2022-08-17,REP-763,472677.31,36,3.3
2022-12-14,REP-629,78129.07,46,1.4
2023-03-13,REP-870,368604.59,40,2.4
2022-09-26,REP-910,225344.0,48,1.8
2022-09-14,REP-615,76663.31,17,1.7
2023-01-07,REP-515,256682.69,38,4.6
2022-09-30,REP-685,233895.49,12,1.4
2022-11-28,REP-710,420774.16,46,2.9
2022-04-09,REP-677,144852.87,22,1.2
2022-11-16,REP-219,459270.3,45,2.5
2022-12-17,REP-302,426604.27,3,1.6
2022-06-01,REP-295,157151.49,35,3.8
2022-05-08,REP-299,28067.95,46,4.0
2022-11-14,REP-432,235984.29,18,4.8
2022-12-27,REP-525,335763.53,6,3.2
2022-08-29,REP-110,130235.34,20,2.5
2023-02-05,REP-175,71004.86,16,4.5
2022-11-05,REP-883,465339.53,14,3.1
2023-02-26,REP-730,317161.0,36,3.4
2022-04-01,REP-211,492766.62,2,3.7
2022-08-20,REP-114,388011.11,28,1.7
2022-06-23,REP-490,206216.28,43,2.9
2022-10-27,REP-697,495696.72,47,4.0
2023-03-03,REP-972,219606.77,35,3.1
2022-11-16,REP-349,262397.86,24,2.2
2023-04-20,REP-361,103737.13,19,3.5
2023-03-19,REP-561,381906.84,38,5.0
2023-04-13,REP-346,17550.73,25,2.7
2022-11-15,REP-680,380976.63,33,2.6
2022-12-26,REP-184,192917.91,27,3.0
2022-10-09,REP-473,351207.43,26,1.5
2022-08-08,REP-936,136653.4,26,1.7
2022-05-25,REP-238,298522.35,41,1.6
2022-09-15,REP-358,444059.74,6,3.5
2023-01-07,REP-762,444461.26,45,2.0
2022-09-25,REP-169,83606.88,14,4.4
2022-11-10,REP-790,170021.24,22,1.0
2023-04-27,REP-393,374606.36,46,4.8
2023-03-21,REP-511,112267.39,50,2.6
2022-11-16,REP-252,139273.89,37,4.1
2022-03-29,REP-568,131707.78,9,4.5
2022-01-27,REP-683,260524.91,22,3.4
2022-09-17,REP-893,36992.43,17,1.6
2022-08-09,REP-511,374133.03,21,2.3
2022-06-25,REP-843,293389.71,48,2.6
2022-07-29,REP-864,373537.67,35,1.7
2023-02-08,REP-463,91358.06,17,2.5
2022-01-01,REP-937,77000.78,2,2.8
2022-01-04,REP-854,172405.59,30,2.1
2022-06-30,REP-195,98258.58,40,3.6
2023-03-14,REP-339,354209.05,27,1.5
2023-02-28,REP-308,348331.21,43,3.2
2023-03-02,REP-540,58525.01,42,4.7
2022-03-20,REP-296,330466.91,8,1.2
2023-03-03,REP-735,327336.37,26,4.6
2022-07-31,REP-375,179766.12,41,2.6
2022-11-07,REP-720,247875.77,45,3.8
2022-12-26,REP-213,342170.69,50,3.3
2022-06-13,REP-343,84492.86,19,3.4
2022-11-09,REP-755,365519.19,39,2.6
2022-07-30,REP-282,395561.76,43,2.3
2022-09-27,REP-854,395506.36,18,3.8
2022-01-31,REP-715,282821.31,41,3.3
2022-10-18,REP-285,51674.86,13,4.8
2022-09-14,REP-311,204143.46,10,2.4
2022-06-12,REP-153,496293.34,27,1.2
2022-06-23,REP-971,358518.78,15,5.0
2022-07-25,REP-517,84456.05,49,4.9
2022-01-14,REP-892,53939.18,39,2.7
2022-12-31,REP-146,419132.98,11,3.2
2022-11-13,REP-824,63484.09,23,2.2
2023-02-15,REP-460,462295.37,30,3.6
2022-04-27,REP-145,309450.87,35,4.9
2022-09-12,REP-930,375369.84,39,3.2
2023-03-31,REP-844,78970.68,24,2.0
2022-05-14,REP-931,333111.35,27,1.3
2022-08-24,REP-904,203561.18,15,1.9
2022-08-30,REP-798,78994.99,6,2.3
2022-11-18,REP-779,304204.29,2,1.7
2022-01-18,REP-442,419993.31,22,1.4
2022-06-29,REP-845,393483.27,18,1.8
2022-08-18,REP-773,131495.96,11,4.6
2022-05-12,REP-839,260458.25,46,1.4
2022-11-26,REP-787,329894.54,8,4.4
2022-05-13,REP-792,447861.8,13,3.1
2023-01-17,REP-680,457096.89,36,2.4
2022-07-21,REP-124,340572.27,33,2.6
2022-09-02,REP-447,237670.36,27,3.6
2022-08-08,REP-588,42212.94,29,2.1
2022-01-07,REP-718,151661.81,50,2.7
2022-01-07,REP-992,354674.42,27,4.8
2022-12-06,REP-223,50899.88,29,3.7
2022-12-08,REP-133,110802.75,13,1.3
2022-07-23,REP-365,166651.26,44,3.0
2022-04-28,REP-400,285883.89,5,3.5
2022-07-04,REP-207,469275.46,16,2.0
2022-02-19,REP-605,396551.63,29,3.6
2022-09-30,REP-835,82367.11,26,2.2
2022-06-26,REP-230,343934.0,50,1.5
2022-07-31,REP-528,213896.54,36,3.6
2022-08-31,REP-582,413058.43,27,3.4
2023-04-07,REP-240,335985.76,23,4.4
2023-01-08,REP-714,481709.19,36,2.7
2022-02-07,REP-460,63108.38,11,3.8
2022-05-31,REP-127,383909.92,7,1.9
2022-08-03,REP-930,473885.57,36,2.8
2022-08-12,REP-152,480855.65,41,2.4
2023-04-20,REP-452,185657.47,17,4.7
2023-02-17,REP-596,183022.06,31,3.8
2022-11-04,REP-282,200431.72,18,3.5
2022-02-24,REP-799,244083.04,23,4.4
2022-01-12,REP-537,114896.41,17,2.6
2022-11-07,REP-844,75093.77,41,4.4
2023-01-11,REP-325,81249.93,37,3.6
2022-01-02,REP-218,94321.02,44,3.1
2022-02-08,REP-952,456527.35,28,2.9
2022-07-22,REP-874,325430.75,40,3.7
2022-02-14,REP-917,397322.79,22,2.4
2022-02-01,REP-947,15059.37,23,3.9
2023-03-22,REP-325,452650.36,1,4.1
2023-01-04,REP-698,471056.29,36,3.4
2022-01-29,REP-862,97578.65,13,2.1
2022-09-09,REP-392,162767.23,23,1.1
2022-07-21,REP-907,16313.18,18,5.0
2022-09-25,REP-537,90953.23,5,3.3
2022-11-07,REP-868,354207.71,43,3.3
2023-01-01,REP-915,376339.8,15,1.8
2023-03-09,REP-460,172209.95,26,3.9
2022-05-13,REP-558,173499.92,34,1.3
2023-01-11,REP-634,338209.85,49,2.4
2022-06-20,REP-867,430890.01,2,4.3
2023-03-03,REP-906,162956.95,29,1.6
2022-11-30,REP-333,130822.25,21,1.2
2022-12-10,REP-982,358568.37,7,1.9
2022-03-05,REP-943,431061.68,25,1.4
2023-02-24,REP-689,182855.41,5,4.0
2022-11-12,REP-772,352438.3,50,3.1
2022-06-20,REP-363,294649.27,33,3.1
2022-04-19,REP-317,422130.31,23,3.0
2022-06-12,REP-921,221498.07,50,4.9
2022-12-08,REP-555,238640.9,14,4.0
2022-02-23,REP-770,45732.99,30,3.4
2023-03-20,REP-100,134726.49,13,4.0
2022-09-22,REP-567,35279.64,20,4.2
2022-12-03,REP-807,155438.06,2,1.1
2022-03-09,REP-853,33945.38,4,3.9
2022-01-25,REP-878,63994.45,6,3.3
2022-08-16,REP-562,445765.81,32,4.4
2022-05-02,REP-689,155398.1,9,1.3
2022-01-31,REP-828,334013.42,34,4.0
2022-04-18,REP-637,8197.63,35,5.0
2022-08-11,REP-596,148767.48,48,4.3
2022-01-11,REP-424,370638.98,27,2.9
2022-06-18,REP-134,83701.44,25,4.4
2022-03-19,REP-899,308946.83,31,4.2
2022-09-10,REP-698,426057.56,24,4.0
2022-08-28,REP-317,207640.88,13,4.7
2022-04-27,REP-289,24079.89,4,2.7
2022-07-16,REP-682,215655.39,4,2.7
2023-03-01,REP-537,269859.87,9,1.3
2023-01-08,REP-566,49212.27,5,3.0
2023-02-04,REP-434,80300.04,44,4.0
2022-05-14,REP-295,265689.44,40,1.8
2022-12-05,REP-620,223066.53,40,3.6
2023-01-13,REP-123,466849.21,1,3.6
2022-02-22,REP-969,445196.24,10,2.9
2023-02-14,REP-577,228004.64,20,4.7
2022-03-19,REP-937,468544.27,39,1.7
2022-12-17,REP-244,236013.15,3,2.2
2023-02-20,REP-274,262216.95,19,1.7
2022-06-26,REP-879,498622.89,20,4.2
2022-01-24,REP-347,480377.74,4,3.8
2022-04-18,REP-816,465636.96,42,4.6
2023-02-20,REP-702,229971.06,23,4.8
2022-06-25,REP-793,131830.76,29,2.0
2022-02-04,REP-781,148055.4,13,3.3
2022-01-10,REP-192,163330.88,9,1.6
2022-03-03,REP-976,222413.82,36,3.4
2022-11-27,REP-567,333693.17,8,1.7
2022-07-29,REP-834,487233.93,44,4.8
2022-07-04,REP-478,142368.69,37,1.4
2022-03-23,REP-698,342494.01,12,3.8
2022-07-25,REP-242,479781.92,38,4.7
2022-06-24,REP-858,293453.95,20,1.2
2023-02-22,REP-819,370972.43,14,3.4
2022-12-18,REP-146,217435.92,8,4.9
2022-08-04,REP-554,184186.13,43,4.0
2022-07-15,REP-386,236913.03,16,3.1
2022-01-06,REP-553,290426.24,49,4.8
2023-03-29,REP-962,182794.73,14,1.7
2023-01-17,REP-524,194036.53,2,4.8
2022-04-10,REP-549,284773.04,9,2.5
2022-08-08,REP-794,416418.14,38,3.9
2022-03-31,REP-895,415236.79,37,4.0
2022-10-21,REP-293,366888.43,31,4.4
2023-03-26,REP-173,318233.45,30,3.4
2022-07-15,REP-951,133482.74,14,2.6
2022-03-19,REP-884,79319.68,31,1.8
2022-08-25,REP-267,429327.88,49,3.8
2022-02-05,REP-642,352169.2,10,1.7
2022-08-12,REP-828,113840.65,31,1.8
2022-07-16,REP-142,414121.12,13,2.2
2022-11-25,REP-315,44396.46,12,2.1
2022-04-19,REP-642,366289.69,2,1.3
2022-08-22,REP-766,326833.23,25,1.6
2023-02-13,REP-419,341538.73,11,5.0
2022-11-29,REP-778,33058.38,47,4.1
2022-03-21,REP-806,83352.78,39,1.4
2022-12-14,REP-558,451257.15,18,4.4
2022-02-07,REP-842,38635.7,12,3.6
2022-05-22,REP-236,398817.32,25,3.8
2023-02-08,REP-326,468475.22,21,3.0
2023-01-06,REP-636,436549.72,39,1.9
2022-12-22,REP-289,142155.53,1,5.0
2022-02-20,REP-411,69814.98,3,2.8
2023-01-29,REP-334,336180.25,23,3.8
2022-01-08,REP-899,26248.32,30,3.4
2022-12-23,REP-495,432039.44,10,2.0
2023-03-13,REP-337,208274.29,29,2.5
2022-01-30,REP-161,210255.3,40,1.7
2022-01-10,REP-529,417140.27,4,2.6
2023-04-12,REP-408,381259.53,29,2.4
2022-10-14,REP-381,375444.1,47,4.9
2023-02-04,REP-369,202211.96,48,5.0
2022-11-30,REP-171,122993.33,44,2.7
2022-12-06,REP-409,227639.83,34,1.2
2022-02-18,REP-289,74438.08,43,4.9
2022-02-17,REP-245,95527.3,32,3.5
2022-07-07,REP-839,395524.1,16,1.8
2022-08-26,REP-555,213874.73,32,3.1
2022-05-08,REP-625,301407.3,3,4.1
2022-10-06,REP-266,56332.55,8,1.4
2022-03-08,REP-726,291934.13,29,3.2
2023-04-06,REP-783,347157.62,41,1.8
2023-03-30,REP-294,361779.23,42,1.2
2023-04-25,REP-300,363384.72,10,2.0
2022-07-07,REP-656,296520.78,7,4.5
2022-06-02,REP-168,325670.24,37,2.9
2022-07-29,REP-816,192665.73,22,3.1
2022-08-02,REP-123,431655.89,1,1.3
2022-07-18,REP-690,268284.19,42,3.4
2023-02-17,REP-671,110449.67,28,3.3
2022-11-18,REP-731,232412.34,14,3.0
2022-04-27,REP-500,464901.08,17,5.0
2022-01-15,REP-605,218125.05,2,1.5
2022-03-06,REP-407,362880.11,29,3.1
2022-07-16,REP-429,418148.7,24,2.4
2023-03-18,REP-430,465304.82,36,4.2
2022-06-15,REP-826,252289.89,42,1.5
2023-02-03,REP-760,474324.39,45,1.0
2022-07-02,REP-159,324144.29,19,1.0
2022-09-18,REP-883,180514.4,7,4.3
2022-03-20,REP-439,315475.29,18,1.4
2022-02-07,REP-850,149219.66,43,1.0
2022-08-26,REP-634,353948.97,46,1.2
2023-02-11,REP-559,81795.94,48,2.3
2022-12-09,REP-464,373823.91,40,1.6
2022-04-27,REP-824,32073.26,21,4.4
2022-05-22,REP-292,105106.37,43,3.3
2022-01-27,REP-344,236157.17,30,3.4
2022-04-17,REP-267,140270.5,26,4.2
2022-09-01,REP-172,48753.26,20,1.5
2022-10-09,REP-198,357508.27,30,4.8
2022-10-17,REP-557,265814.74,18,3.6
2022-05-19,REP-571,32216.62,1,1.5
2022-01-25,REP-163,74333.65,20,2.9
2022-10-16,REP-576,459323.98,6,3.5
2022-07-20,REP-689,449372.02,37,1.6
2022-06-29,REP-692,39214.71,25,3.2
2022-11-16,REP-141,66682.02,15,2.3
2022-01-02,REP-855,185712.83,18,2.3
2022-10-08,REP-411,242947.94,43,3.8
2022-11-29,REP-415,115623.61,8,4.1
2022-11-05,REP-442,303321.5,20,2.0
2022-02-26,REP-810,437714.55,20,1.0
2023-01-01,REP-754,119052.44,43,2.1
2022-03-05,REP-621,346610.28,25,2.9
2022-06-13,REP-129,487513.27,44,2.4
2022-01-15,REP-436,264763.85,29,3.8
2023-01-05,REP-596,385767.27,46,4.8
2022-09-03,REP-475,261775.75,7,4.9
2022-05-16,REP-450,92868.79,13,1.2
2023-03-21,REP-540,328522.11,19,2.2
2022-06-26,REP-486,492738.56,40,4.4
2022-01-01,REP-446,289919.57,22,1.9
2022-07-16,REP-432,309584.6,41,2.8
2023-02-04,REP-585,473721.86,19,1.8
2022-12-05,REP-543,492595.19,29,3.8
2022-03-31,REP-720,415170.23,47,4.7
2022-11-05,REP-863,441797.71,8,2.6
2023-03-07,REP-690,384156.04,37,3.3
2023-01-06,REP-761,173007.98,19,2.6
2022-02-25,REP-280,64153.59,10,4.1
2022-08-24,REP-949,97485.65,17,2.3
2023-01-13,REP-915,21623.58,8,1.0
2022-01-15,REP-128,279571.12,46,3.1
2022-11-04,REP-593,410131.6,32,1.8
2022-03-02,REP-902,479370.12,28,4.8
2023-01-23,REP-149,468462.02,40,2.0
2022-02-08,REP-518,148662.66,44,1.1
2023-03-05,REP-188,8753.74,40,4.0
2023-01-08,REP-523,395900.93,42,2.4
2023-04-17,REP-607,71660.41,48,2.5
2022-03-08,REP-346,64175.93,25,1.5
2022-04-17,REP-984,476387.52,3,3.3
2023-02-11,REP-315,36802.91,26,2.7
2022-12-26,REP-654,148697.19,11,4.6
2022-09-26,REP-372,485301.54,40,1.9
2023-02-09,REP-586,22166.32,46,2.3
2022-10-10,REP-399,296117.39,10,2.2
2023-02-21,REP-479,19466.02,23,2.4
2022-04-06,REP-509,129971.84,49,4.2
2023-03-03,REP-712,485963.86,28,1.4
2022-11-03,REP-641,309065.41,22,3.0
2023-04-02,REP-770,44789.33,45,3.6
2023-02-03,REP-586,178949.78,26,2.7
2022-10-10,REP-504,409966.49,30,2.0
2022-12-06,REP-548,447012.08,44,3.8
2022-05-30,REP-482,100011.04,8,4.4
2022-01-10,REP-404,370409.17,26,4.8
2022-11-20,REP-345,160463.3,44,3.6
2022-01-30,REP-908,122891.16,4,4.5
2022-05-08,REP-454,184362.56,45,3.5
2023-01-05,REP-714,229366.32,3,3.7
2022-02-27,REP-708,396233.59,19,1.7
2023-04-12,REP-620,165183.09,25,4.9
2022-11-03,REP-789,66223.85,16,2.2
2022-01-02,REP-738,88323.55,4,1.7
2022-01-06,REP-609,352422.8,45,1.3
2022-10-23,REP-448,438499.86,29,2.8
2022-07-31,REP-262,93277.22,19,2.6
2022-12-30,REP-300,185189.54,13,4.0
2022-10-25,REP-744,41083.24,30,4.2
2023-04-26,REP-481,451088.62,24,3.2
2022-11-20,REP-446,405716.95,36,1.1
2022-03-29,REP-339,295099.4,12,3.7
2022-07-06,REP-911,30985.37,28,3.6
2022-10-19,REP-430,171453.13,27,2.1
2023-04-01,REP-482,24649.94,2,1.3
2023-02-10,REP-417,341418.97,40,2.1
2023-03-14,REP-753,491595.99,36,1.8
2022-06-26,REP-575,123485.21,43,3.8
2022-12-25,REP-429,237749.91,13,4.8
2022-10-17,REP-126,375206.44,2,3.1
2022-12-20,REP-740,73122.16,45,3.0
2022-11-08,REP-593,320739.26,42,2.8
2022-07-09,REP-807,18572.33,41,1.2
2022-05-20,REP-362,146860.51,46,1.5
2022-05-19,REP-220,49081.16,38,4.0
2022-04-06,REP-585,448799.6,16,1.0
2022-06-04,REP-215,253491.23,35,3.5
2022-07-09,REP-973,487799.35,45,1.6
2023-04-17,REP-781,323893.33,25,3.9
2022-02-14,REP-283,42093.51,17,2.3
2022-10-12,REP-489,489951.61,28,4.0
2022-10-15,REP-131,410727.47,22,2.2
2022-05-05,REP-703,39586.07,43,3.8
2022-03-06,REP-268,6123.43,31,2.1
2022-02-09,REP-752,228459.55,34,3.5
2022-05-25,REP-962,182592.83,48,4.4
2022-11-01,REP-225,87058.32,36,4.9
2022-12-16,REP-666,102323.22,34,4.7
2022-08-23,REP-304,32668.76,43,1.1
2022-07-08,REP-400,41387.33,33,2.1
2022-04-27,REP-445,310614.99,46,3.5
2023-03-10,REP-502,22921.09,3,1.0
2022-03-10,REP-806,15870.12,32,3.5
2022-05-09,REP-903,102004.34,10,2.2
2023-04-26,REP-580,343944.32,36,3.4
2022-03-19,REP-979,54751.11,31,3.3
2023-01-13,REP-346,116259.64,16,4.5
2022-01-16,REP-556,33217.76,42,4.2
2022-03-07,REP-600,333847.11,22,4.9
2022-03-27,REP-773,485226.88,27,2.8
2022-08-10,REP-391,394183.07,13,3.8
2022-09-30,REP-839,355032.58,2,4.6
2023-02-03,REP-869,462298.67,34,1.1
2022-11-30,REP-889,330956.37,18,2.6
2022-03-09,REP-977,242772.8,23,1.3
2022-01-21,REP-710,366372.0,14,3.2
2022-04-08,REP-257,20031.6,42,4.7
2023-01-31,REP-981,493628.31,44,2.9
2022-04-09,REP-929,178408.87,18,4.0
2022-04-30,REP-530,491080.41,3,1.8
2022-06-27,REP-275,105016.66,33,1.8
2023-01-15,REP-375,273402.92,41,4.0
2022-12-28,REP-366,67866.77,41,1.2
2022-06-27,REP-561,220379.1,12,4.5
2022-11-24,REP-619,67440.75,17,3.0
2022-06-20,REP-536,348819.69,40,2.5
2022-03-29,REP-671,307869.7,30,4.0
2022-07-17,REP-430,311028.79,45,3.1
2022-05-16,REP-224,255982.9,39,1.9
2023-01-23,REP-160,16862.46,21,1.1
2022-01-01,REP-197,162037.84,10,3.2
2022-10-12,REP-949,154097.7,6,4.0
2022-07-05,REP-752,497330.77,16,3.1
2022-12-23,REP-597,187185.53,3,3.0
2022-10-30,REP-872,434270.2,19,3.1
2023-04-23,REP-950,430501.17,4,4.8
2023-03-04,REP-242,45700.23,47,3.6
2022-02-18,REP-499,305384.33,35,4.4
2022-07-15,REP-595,462445.24,28,4.8
2023-02-12,REP-921,136806.13,36,4.5
2023-03-13,REP-199,474208.65,2,4.8
2022-01-13,REP-759,54007.15,9,4.6
2022-07-09,REP-624,364197.42,15,4.6
2022-07-14,REP-294,87503.16,8,2.2
2023-03-13,REP-245,259023.84,46,1.6
2023-01-03,REP-152,402896.83,40,2.9
2022-10-09,REP-672,277405.13,3,2.5
2022-05-16,REP-639,13243.33,29,3.0
2022-03-09,REP-386,370969.3,32,4.0
2022-03-26,REP-386,82088.04,20,4.2
2022-10-09,REP-697,341291.21,20,3.0
2022-06-23,REP-844,100442.42,23,2.4
2022-01-04,REP-156,314975.55,5,2.2
2022-11-05,REP-195,337809.54,35,3.9
2022-12-07,REP-655,127681.91,30,2.1
2022-04-18,REP-282,43975.7,6,3.7
2023-04-17,REP-588,356917.47,41,4.5
2022-04-18,REP-153,216094.24,8,1.8
2022-05-12,REP-783,207985.89,48,3.5
2022-01-10,REP-191,437132.38,35,1.9
2022-08-25,REP-333,48831.77,6,2.3
2022-06-25,REP-157,149932.11,4,1.7
2023-04-11,REP-822,356127.15,33,3.9
2023-03-19,REP-819,48804.8,7,3.1
2022-10-07,REP-185,128101.04,40,3.3
2022-04-29,REP-127,97245.5,47,2.5
2022-10-30,REP-755,289031.01,23,3.5
2022-12-21,REP-581,45011.25,4,2.7
2022-05-18,REP-978,161831.07,31,4.3
2022-01-26,REP-267,399143.38,16,3.6
2023-03-21,REP-796,457058.31,17,1.2
2022-11-08,REP-850,359788.65,38,2.5
2023-04-03,REP-231,246483.91,19,4.1
2022-11-15,REP-586,129552.69,48,3.6
2022-07-29,REP-310,133914.4,5,2.7
2023-03-04,REP-168,455137.06,14,2.5
2022-11-23,REP-667,151327.86,8,4.8
2022-06-16,REP-985,354815.39,40,3.4
2022-04-28,REP-335,355873.07,44,1.4
2022-02-04,REP-990,104004.89,45,4.9
2022-10-04,REP-842,29389.18,11,3.7
2023-03-24,REP-278,448258.12,26,2.8
2022-06-04,REP-958,163080.45,40,1.6
2022-03-11,REP-218,256235.47,10,3.4
2022-08-25,REP-127,277974.07,37,3.3
2022-10-30,REP-147,215997.83,46,2.8
2022-04-21,REP-789,434843.6,41,2.9
2022-08-15,REP-123,437257.68,8,4.2
2022-04-11,REP-540,194224.56,17,4.5
2022-04-22,REP-454,376909.34,6,1.6
2023-04-03,REP-950,69932.27,28,2.5
2022-12-13,REP-684,359951.76,43,2.7
2022-09-18,REP-614,444076.54,43,1.6
2022-07-08,REP-407,327931.37,15,1.5
2022-11-28,REP-441,463708.81,39,4.1
2022-01-07,REP-806,345129.77,2,4.4
2022-05-24,REP-488,8452.81,7,1.2
2022-02-08,REP-232,151345.27,22,1.5
2022-10-08,REP-448,398473.7,33,2.4
2022-06-06,REP-410,467452.58,12,4.2
2022-11-12,REP-675,328554.7,4,1.0
2022-12-20,REP-481,131286.79,1,3.8
2022-06-24,REP-356,142960.41,5,4.9
2023-04-20,REP-256,66971.2,1,1.9
2023-03-07,REP-229,224679.94,20,2.1
2022-04-25,REP-775,371574.85,6,3.1
2022-01-20,REP-804,182467.54,14,4.8
2022-02-19,REP-522,451936.75,17,3.3
2022-02-26,REP-748,303731.82,9,2.0
2022-01-08,REP-789,413714.16,48,3.0
2022-12-01,REP-369,304797.31,18,2.6
2022-10-04,REP-474,330712.22,48,2.0
2022-06-14,REP-896,192714.43,26,3.9
2023-01-26,REP-801,438128.54,37,4.5
2022-10-29,REP-545,9820.46,24,3.9
2022-10-17,REP-564,236638.45,34,4.5
2023-03-07,REP-373,31345.51,27,2.8
2022-07-20,REP-394,462420.51,49,1.6
2022-12-20,REP-876,160591.57,38,2.1
